,path,source,url,date,title,subtitle,author,rubrics,tags,genre
0,/indicator_clear_text/2017_02_13_digest-nauchpopa-13-19-fevralya_,indicator.ru,https://indicator.ru/article/2017/02/13/digest-nauchpopa-13-19-fevralya/,2017_02_13,Дайджест научно-популярных мероприятий 13.02 – 19.02,Самые интересные научно-популярные мероприятия недели в Москве,Анастасия Ковалева,Биология,,Статьи
0,/indicator_clear_text/2017_11_13_dajdzhest-13-19-noyabrya_,indicator.ru,https://indicator.ru/article/2017/11/13/dajdzhest-13-19-noyabrya/,2017_11_13,Дайджест научно-популярных мероприятий 13.11 – 19.11,Самые интересные научно-популярные мероприятия недели,Анастасия Ксенофонтова,Астрономия,,Статьи
0,/indicator_clear_text/2017_08_10_naukometriya-ot-majkla-kurca-otzyvy_,indicator.ru,https://indicator.ru/article/2017/08/10/naukometriya-ot-majkla-kurca-otzyvy/,2017_08_10,"«Выхода нет, и приходится в это играть»: как правильно применять наукометрию",Российские специалисты по наукометрии отвечают на статью астронома Майкла Курца,Алёна Манузина,Технические науки,,Статьи
0,/indicator_clear_text/2017_04_13_elias-lennrot-otec-kalevaly_,indicator.ru,https://indicator.ru/article/2017/04/13/elias-lennrot-otec-kalevaly/,2017_04_13,История науки: «будитель финской нации»,"215 лет назад родился лингвист, издавший «Калевалу»",Алёна Манузина,Гуманитарные науки,,Статьи
0,/indicator_clear_text/2016_09_29_chto-v-dissere-tebe-moem-dissovetam-prigrozili-nauchnymi-shkolami_,indicator.ru,https://indicator.ru/article/2016/09/29/chto-v-dissere-tebe-moem-dissovetam-prigrozili-nauchnymi-shkolami/,2016_09_29,«Что в диссере тебе моем?»: диссоветам пригрозили научными школами,None,Марина Киселёва,Гуманитарные науки,,Статьи
0,/indicator_clear_text/2016_11_23_vspomnit-vse-po-sobachi_,indicator.ru,https://indicator.ru/article/2016/11/23/vspomnit-vse-po-sobachi/,2016_11_23,«Вспомнить все» по-собачьи: у собак найден аналог эпизодической памяти,"Венгерские этологи обнаружили, что собаки могут помнить некоторые действия хозяев",Екатерина Мищенко,Биология,,Статьи
0,/indicator_clear_text/2016_09_29_astrofiziki-usomnilis-vo-vselennoj_,indicator.ru,https://indicator.ru/article/2016/09/29/astrofiziki-usomnilis-vo-vselennoj/,2016_09_29,Астрофизики усомнились во Вселенной,Ученые раскрыли роль диффузии в ранней Вселенной,,Астрономия,,Статьи
0,/indicator_clear_text/2016_12_01_zapah-smerti_,indicator.ru,https://indicator.ru/article/2016/12/01/zapah-smerti/,2016_12_01,Запах смерти: электроника принюхивается к бомбам и раку,Как ученые используют достижения природы для борьбы с раком и терроризмом,Екатерина Мищенко,Технические науки,,Статьи
0,/indicator_clear_text/2017_05_20_science-slam-artyom-akshintsev_,indicator.ru,https://indicator.ru/article/2017/05/20/science-slam-artyom-akshintsev/,2017_05_20,Охотники за цианобактериями: что скрывают тропы и гейзеры Камчатки,Видео выступлений участников научного шоу Science Slam,,Науки о Земле,,Статьи
0,/indicator_clear_text/2017_02_10_test-bees-and-maths_,indicator.ru,https://indicator.ru/article/2017/02/10/test-bees-and-maths/,2017_02_10,За пчелами с математикой: тест от Indicator.Ru,,,Математика и Computer Science,,Статьи
0,/indicator_clear_text/2017_03_20_obshee-sobranie-ran-onlajn_,indicator.ru,https://indicator.ru/article/2017/03/20/obshee-sobranie-ran-onlajn/,2017_03_20,Общее собрание РАН. Онлайн ,Что происходит в Академии вместо выборов президента,Марина Киселева,Технические науки,,Статьи
0,/indicator_clear_text/2017_01_14_trishkin-kaftan-ilona-maska_,indicator.ru,https://indicator.ru/article/2017/01/14/trishkin-kaftan-ilona-maska/,2017_01_14,Тришкин кафтан Илона Маска,Чем SpaceX заМАСКирует дыры в бюджете,,Технические науки,,Статьи
0,/indicator_clear_text/2016_09_29_bassejn-bez-vody-moloko-bez-korovy_,indicator.ru,https://indicator.ru/article/2016/09/29/bassejn-bez-vody-moloko-bez-korovy/,2016_09_29,"Бассейн без воды, молоко без коровы",Журнал Nature опубликовал статью о состоянии российской науки,Анастасия Ковалева,Гуманитарные науки,,Статьи
0,/indicator_clear_text/2017_08_07_carl-ritter_,indicator.ru,https://indicator.ru/article/2017/08/07/carl-ritter/,2017_08_07,Откуда есть пошло жизненное пространство,238 лет назад родился географ Карл Риттер,Алёна Манузина,Науки о Земле,,Статьи
0,/indicator_clear_text/2017_08_21_insyte-electronics-umnyi-dom_,indicator.ru,https://indicator.ru/article/2017/08/21/insyte-electronics-umnyi-dom/,2017_08_21,"Ума палата: кто, как и зачем делает дома умнее",Глава INSYTE Electronics о своем бизнесе,Алёна Манузина,Технические науки,,Статьи
0,/indicator_clear_text/2016_12_28_samoe-vazhnoe-na-svete-somnenie_,indicator.ru,https://indicator.ru/article/2016/12/28/samoe-vazhnoe-na-svete-somnenie/,2016_12_28,«Самое важное на свете — сомнение»: лекция Симона Шноля об истории науки,Николай Тимофеев-Ресовский и рождение молекулярной биологии,,Биология,,Статьи
0,/indicator_clear_text/2017_04_21_istoriya-nauki-itstrebitel-la-5_,indicator.ru,https://indicator.ru/article/2017/04/21/istoriya-nauki-itstrebitel-la-5/,2017_04_21,История науки: самолет для аса,75 лет назад совершил свой первый полет истребитель Ла-5,Алексей Паевский,Технические науки,,Статьи
0,/indicator_clear_text/2017_05_31_nobelevskie-laureaty-viktor-grinyar_,indicator.ru,https://indicator.ru/article/2017/05/31/nobelevskie-laureaty-viktor-grinyar/,2017_05_31,Нобелевские лауреаты: Виктор Гриньяр ,Отец металлоорганической химии,Алексей Паевский,Химия и науки о материалах,,Статьи
0,/indicator_clear_text/2016_12_07_elektrony-zabludivshiesya-v-kvantovyh-sosnah_,indicator.ru,https://indicator.ru/article/2016/12/07/elektrony-zabludivshiesya-v-kvantovyh-sosnah/,2016_12_07,"Электроны, заблудившиеся в квантовых «соснах»",Связанные электроны позволят приблизиться к созданию квантового компьютера,,Физика,,Статьи
0,/indicator_clear_text/2017_05_28_intervyu-cognitive-technologies_,indicator.ru,https://indicator.ru/article/2017/05/28/intervyu-cognitive-technologies/,2017_05_28,«Чиновника искусственный интеллект уже сейчас спокойно заменит»,"Глава компании Cognitive Technologies о роботах, искусственном интеллекте и правительственной поддержке",Марина Киселева,Математика и Computer Science,,Статьи
0,/indicator_clear_text/2017_03_01_velikaya-gonka-za-dinozavrami_,indicator.ru,https://indicator.ru/article/2017/03/01/velikaya-gonka-za-dinozavrami/,2017_03_01,История науки: война на костях,145 лет назад началась «Великая гонка за динозаврами»,Екатерина Мищенко,Биология,,Статьи
0,/indicator_clear_text/2017_03_17_nurofen_,indicator.ru,https://indicator.ru/article/2017/03/17/nurofen/,2017_03_17,Чем нас лечат: Нурофен. Лечит ли популярный препарат от боли,Indicator.Ru разбирает популярное обезболивающее ,Екатерина Мищенко,Медицина,,Статьи
0,/indicator_clear_text/2016_10_14_istoriya-nauki-bystree-zvuka_,indicator.ru,https://indicator.ru/article/2016/10/14/istoriya-nauki-bystree-zvuka/,2016_10_14,История науки: быстрее звука,69 лет назад человек впервые преодолел звуковой барьер,Алёна Манузина,Технические науки,,Статьи
0,/indicator_clear_text/2017_05_29_istoriya-nauki-arthur-eddington_,indicator.ru,https://indicator.ru/article/2017/05/29/istoriya-nauki-arthur-eddington/,2017_05_29,"История науки: один эксперимент, две теории и много облаков",98 лет назад было получено доказательство теории относительности,Алёна Манузина,Астрономия,,Статьи
0,/indicator_clear_text/2017_03_22_vyhod-rabochyh-s-fabriki-lumyer_,indicator.ru,https://indicator.ru/article/2017/03/22/vyhod-rabochyh-s-fabriki-lumyer/,2017_03_22,Взгляд с экрана: почему люди XIX века пугались обыкновенного поезда,22 марта 1895 года братья Люмьер впервые показали публике фильм,Виктория Барановская,Технические науки,,Статьи
0,/indicator_clear_text/2017_05_05_iskluchenie-zhurnalov-iz-rinc_,indicator.ru,https://indicator.ru/article/2017/05/05/iskluchenie-zhurnalov-iz-rinc/,2017_05_05,Содиум и Гоморра: какие «новые» вещества можно найти в научных статьях,К дискуссии о качестве рецензирования российских журналов,,Химия и науки о материалах,,Статьи
0,/indicator_clear_text/2017_02_08_nobelevskie-laureaty-per-kyuri_,indicator.ru,https://indicator.ru/article/2017/02/08/nobelevskie-laureaty-per-kyuri/,2017_02_08,Нобелевские лауреаты: Пьер Кюри,Первый исследователь радиации,Алексей Паевский,Физика,,Статьи
0,/indicator_clear_text/2017_02_20_interview-golubev_,indicator.ru,https://indicator.ru/article/2017/02/20/interview-golubev/,2017_02_20,"«Аналитика заканчивается, и остается одна политика»: историк о докладе «Какое прошлое нужно будущему России»",,Артем Космарский,Гуманитарные науки,,Статьи
0,/indicator_clear_text/2016_11_21_intervyu-nigmatulina_,indicator.ru,https://indicator.ru/article/2016/11/21/intervyu-nigmatulina/,2016_11_21,Термояд на столе: интервью Роберта Нигматулина,Директор ИО РАН рассказал о перспективах альтернативной энергетики,Дарья Сапрыкина,Науки о Земле,,Статьи
0,/indicator_clear_text/2017_10_22_pervyj-parashyutist_,indicator.ru,https://indicator.ru/article/2017/10/22/pervyj-parashyutist/,2017_10_22,Популяризация управляемым падением,220 лет назад Андре-Жак Гарнерен совершил первый прыжок с парашютом с воздушного шара,Алексей Паевский,Технические науки,,Статьи
0,/indicator_clear_text/2016_09_29_chtoby-ne-bylo-lya-lya_,indicator.ru,https://indicator.ru/article/2016/09/29/chtoby-ne-bylo-lya-lya/,2016_09_29,Чтобы не было «ля-ля»: что ученые думают по поводу итоговых школьных сочинений,Ученые рассуждают о темах школьных итоговых сочинений,Дарья Сапрыкина,Гуманитарные науки,,Статьи
0,/indicator_clear_text/2016_11_24_istoriya-nauki-lyusi-upavshaya-s-dereva_,indicator.ru,https://indicator.ru/article/2016/11/24/istoriya-nauki-lyusi-upavshaya-s-dereva/,2016_11_24,Как Люси с дерева упала,42 года назад найден самый полный скелет австралопитека,Алексей Паевский,Биология,,Статьи
0,/indicator_clear_text/2016_12_15_instant-coffee_,indicator.ru,https://indicator.ru/article/2016/12/15/instant-coffee/,2016_12_15,Неповторимый растворимый: научный взгляд на растворимый кофе,Что такое растворимый кофе и с чем его пьют,Алексей Паевский,Сельское хозяйство,,Статьи
0,/indicator_clear_text/2016_11_29_kto-lyubit-ushami_,indicator.ru,https://indicator.ru/article/2016/11/29/kto-lyubit-ushami/,2016_11_29,"Любить ушами: какой звук надо повторять, чтобы понравиться собеседнику","Ученые выяснили, как люди оценивают приятность голоса",Анастасия Лебедева,Физика,,Статьи
0,/indicator_clear_text/2017_02_03_kakaya-vy-zvezda_,indicator.ru,https://indicator.ru/article/2017/02/03/kakaya-vy-zvezda/,2017_02_03,Какая вы звезда? Сверхновый тест от Indicator.Ru," Определитесь, на какую звезду вы похожи больше всего",Екатерина Мищенко,Астрономия,,Статьи
0,/indicator_clear_text/2016_09_29_afrikanskaya-chuma-svinej-bolezn-zagadochnaya_,indicator.ru,https://indicator.ru/article/2016/09/29/afrikanskaya-chuma-svinej-bolezn-zagadochnaya/,2016_09_29,«Африканская чума свиней — болезнь загадочная»,Российские ученые нашли способ победить вирус африканской чумы свиней,Яна Комарова,Сельское хозяйство,,Статьи
0,/indicator_clear_text/2017_10_20_dzhek-ma_,indicator.ru,https://indicator.ru/article/2017/10/20/dzhek-ma/,2017_10_20,Миллиардер по-китайски: как стать успешным по версии Джека Ма,11 тезисов одного из богатейших технологических предпринимателей мира,Марина Киселева,Технические науки,,Статьи
0,/indicator_clear_text/2017_02_08_publikacionnaya-aktivnost-rossiyskih-uchenyh_,indicator.ru,https://indicator.ru/article/2017/02/08/publikacionnaya-aktivnost-rossiyskih-uchenyh/,2017_02_08,Будь в доле: растет ли доля российских публикаций в мировых базах данных,,Марина Киселева,Технические науки,,Статьи
0,/indicator_clear_text/2017_11_16_kvantorium_,indicator.ru,https://indicator.ru/article/2017/11/16/kvantorium/,2017_11_16,«А потом к нему приезжает наш голубой вагон»,Наука для школьников в самых отдаленных уголках России,Анастасия Лебедева,Технические науки,,Статьи
0,/indicator_clear_text/2017_03_18_okoshko-v-zheleznom-zanavese_,indicator.ru,https://indicator.ru/article/2017/03/18/okoshko-v-zheleznom-zanavese/,2017_03_18,История науки: окошко в «железном занавесе»,57 лет назад вышел первый выпуск «Клуба кинопутешественников»,Екатерина Мищенко,Науки о Земле,,Статьи
0,/indicator_clear_text/2017_09_25_obshee-sobranie-ran-onlajn_,indicator.ru,https://indicator.ru/article/2017/09/25/obshee-sobranie-ran-onlajn/,2017_09_25,Общее собрание РАН. Онлайн ,Что происходит в Академии перед выборами президента,Марина Киселева,Технические науки,,Статьи
0,/indicator_clear_text/2016_11_19_istoriya-nauki-nashe-nauchnoe-vsyo_,indicator.ru,https://indicator.ru/article/2016/11/19/istoriya-nauki-nashe-nauchnoe-vsyo/,2016_11_19,История науки: наше научное все,305 лет назад родился Михаил Васильевич Ломоносов,Алексей Паевский,Химия и науки о материалах,,Статьи
0,/indicator_clear_text/2017_10_20_pan-sputnik-saturna_,indicator.ru,https://indicator.ru/article/2017/10/20/pan-sputnik-saturna/,2017_10_20,"Наследие Cassini: Пан, который не пропал",Спутник-пастух с необычным внешним видом,Алексей Паевский,Астрономия,,Статьи
0,/indicator_clear_text/2016_11_28_dajdzhest-nauchno-populyarnyh-sobytij-28-11-4-12_,indicator.ru,https://indicator.ru/article/2016/11/28/dajdzhest-nauchno-populyarnyh-sobytij-28-11-4-12/,2016_11_28,Дайджест научно-популярных событий 28.11 – 4.12,Cамые интересные научно-популярные мероприятия на этой неделе в Москве,Анастасия Ковалева,Биология,,Статьи
0,/indicator_clear_text/2017_05_23_mify-pro-mikrovolnovki_,indicator.ru,https://indicator.ru/article/2017/05/23/mify-pro-mikrovolnovki/,2017_05_23,Макроглупости про микроволновки: мифы о СВЧ-печах,Пять мифов о СВЧ-печах,Анастасия Ковалева,Технические науки,,Статьи
0,/indicator_clear_text/2017_04_20_chem-nas-lechat-kagocel_,indicator.ru,https://indicator.ru/article/2017/04/20/chem-nas-lechat-kagocel/,2017_04_20,Чем нас лечат: Кагоцел. Аргументы «за» и «против» антивирусного препарата,Помогает ли лекарство против вирусов,Екатерина Мищенко,Медицина,,Статьи
0,/indicator_clear_text/2017_05_03_vilgelm-ostvald_,indicator.ru,https://indicator.ru/article/2017/05/03/vilgelm-ostvald/,2017_05_03,Нобелевские лауреаты: Вильгельм Оствальд ,Создатель теории катализа,Алексей Паевский,Химия и науки о материалах,,Статьи
0,/indicator_clear_text/2016_09_29_200-tysyach-za-kandidatskuyu-vam-dorogo_,indicator.ru,https://indicator.ru/article/2016/09/29/200-tysyach-za-kandidatskuyu-vam-dorogo/,2016_09_29,«200 тысяч за кандидатскую – вам дорого?»,За сколько можно купить диссертацию,Дарья Сапрыкина,Гуманитарные науки,,Статьи
0,/indicator_clear_text/2016_11_18_vtoraya-zelenaya-revolyuciya_,indicator.ru,https://indicator.ru/article/2016/11/18/vtoraya-zelenaya-revolyuciya/,2016_11_18,Вторая зеленая революция: ученые «взломали» фотосинтез,Генетическая модификация фотосинтетических механизмов сможет спасти мир от голода,Виктория Барановская,Сельское хозяйство,,Статьи
0,/indicator_clear_text/2016_12_14_oni-skoree-pozvolyat-lyudyam-umeret-s-goloda-no-otstoyat-svoyu-povestku_,indicator.ru,https://indicator.ru/article/2016/12/14/oni-skoree-pozvolyat-lyudyam-umeret-s-goloda-no-otstoyat-svoyu-povestku/,2016_12_14,"Greenpeace, ГМО и «органическая» еда: интервью нобелиата по медицине",Indicator.Ru побеседовал с нобелиатом 1993 года Ричардом Робертсом о вреде борцов с ГМО,Марина Киселева,Сельское хозяйство,,Статьи
0,/indicator_clear_text/2017_06_25_istoriya-nauki-vladimir-tihomirov_,indicator.ru,https://indicator.ru/article/2017/06/25/istoriya-nauki-vladimir-tihomirov/,2017_06_25,История науки: повелитель трав,177 лет со дня рождения основателя российской фармакогнозии,Алексей Паевский,Медицина,,Статьи
0,/indicator_clear_text/2016_10_11_krylatye-batarei-cikady-vdohnovili-uchenyh-na-sozdanie-antiblikovogo-pokrytiya_,indicator.ru,https://indicator.ru/article/2016/10/11/krylatye-batarei-cikady-vdohnovili-uchenyh-na-sozdanie-antiblikovogo-pokrytiya/,2016_10_11,Крылатые батареи: цикады вдохновили ученых на создание антибликового покрытия,Новый материал поможет усовершенствовать фотоэлектрические элементы,Анастасия Лебедева,Химия и науки о материалах,,Статьи
0,/indicator_clear_text/2016_11_10_rak-pojmayut-v-seti_,indicator.ru,https://indicator.ru/article/2016/11/10/rak-pojmayut-v-seti/,2016_11_10,Рак поймают в паутину: амилоиды помогут бороться с онкологией,"После десяти лет работы ученые создали технологию, которая может победить рак",Анастасия Лебедева,Медицина,,Статьи
0,/indicator_clear_text/2017_05_11_chem-nas-lechat-fastum-gel_,indicator.ru,https://indicator.ru/article/2017/05/11/chem-nas-lechat-fastum-gel/,2017_05_11,Чем нас лечат: Фастум-гель. Против подагры и артрита,Насколько эффективен популярный гель от болезней суставов,Екатерина Мищенко,Медицина,,Статьи
0,/indicator_clear_text/2016_12_05_intervyu-s-irinoj-beleckoj_,indicator.ru,https://indicator.ru/article/2016/12/05/intervyu-s-irinoj-beleckoj/,2016_12_05,Дорогая наука: как финансировать научные исследования,Взляд изнутри на финансирование российской науки ,Indicator.Ru,Химия и науки о материалах,,Статьи
0,/indicator_clear_text/2017_01_18_nauchnaya-kommunikaciya-v-ran_,indicator.ru,https://indicator.ru/article/2017/01/18/nauchnaya-kommunikaciya-v-ran/,2017_01_18,От ран до инопланетян: почему РАН не может наладить научную коммуникацию,Почему Российская академия наук не может наладить научную коммуникацию,"Авторы: Алексей Паевский, Николай Подорванюк",Гуманитарные науки,,Статьи
0,/indicator_clear_text/2017_11_09_cerebrolizin-insult_,indicator.ru,https://indicator.ru/article/2017/11/09/cerebrolizin-insult/,2017_11_09,Чем нас лечат: Церебролизин. Куда подложили свинью?,Как популярный препарат справляется с последствиями инсульта,Екатерина Мищенко,Медицина,,Статьи
0,/indicator_clear_text/2016_11_15_linza-po-imeni-solnce_,indicator.ru,https://indicator.ru/article/2016/11/15/linza-po-imeni-solnce/,2016_11_15,Линза по имени Солнце: телескоп на солнечных парусах,Ученые планируют создать межзвездный телескоп с огромным разрешением,,Астрономия,,Статьи
0,/indicator_clear_text/2017_10_08_uilyam-svenson_,indicator.ru,https://indicator.ru/article/2017/10/08/uilyam-svenson/,2017_10_08,Художник на службе просвещения: от Бразилии до Новой Зеландии,228 лет назад родился Уильям Свенсон,Алексей Паевский,Биология,,Статьи
0,/indicator_clear_text/2017_04_13_franchesko-mariya-grimaldi_,indicator.ru,https://indicator.ru/article/2017/04/13/franchesko-mariya-grimaldi/,2017_04_13,История науки: давший имена кратерам и морям,399 лет назад родился Франческо Гримальди,Алексей Паевский,Астрономия,,Статьи
0,/indicator_clear_text/2016_10_18_kremnievye-nanoniti_,indicator.ru,https://indicator.ru/article/2016/10/18/kremnievye-nanoniti/,2016_10_18,Все на борьбу с токсичностью,В МГУ разработали экологичный способ получения кремниевых нанонитей  ,Яна Комарова,Химия и науки о материалах,,Статьи
0,/indicator_clear_text/2017_05_31_uragan-v-moskve_,indicator.ru,https://indicator.ru/article/2017/05/31/uragan-v-moskve/,2017_05_31,"«Мы остаемся в логике ""спасение утопающих — дело рук самих утопающих""»",Ураган в Москве: кто виноват и что делать,Артем Космарский,Науки о Земле,,Статьи
0,/indicator_clear_text/2017_07_20_obrazovatelnyj-centr-sirius_,indicator.ru,https://indicator.ru/article/2017/07/20/obrazovatelnyj-centr-sirius/,2017_07_20,"«У нас сейчас по расписанию море, но мы хотим идти работать»: как учат в «Сириусе»",Чему и как учат школьников в сочинском образовательном центре,"Авторы: Алёна Манузина, Артем Космарский",Технические науки,,Статьи
0,/indicator_clear_text/2017_07_11_tais-russomano_,indicator.ru,https://indicator.ru/article/2017/07/11/tais-russomano/,2017_07_11,Круглое лицо и цыплячьи ножки: что происходит с человеком в космосе,Эксперт компании Mars One рассказывает о первой космической помощи и о путешествии людей на Марс,Екатерина Мищенко,Астрономия,,Статьи
0,/indicator_clear_text/2016_10_19_krasnet-ne-za-chto-rabotaem-horosho_,indicator.ru,https://indicator.ru/article/2016/10/19/krasnet-ne-za-chto-rabotaem-horosho/,2016_10_19,"«Краснеть не за что, работаем хорошо»: пресс-конференция руководства РНФ ",О чем рассказали руководители РНФ на пресс-конференции Indicator.Ru,Дарья Сапрыкина,Гуманитарные науки,,Статьи
0,/indicator_clear_text/2016_11_01_izbrannye-chleny-ran-po-otdeleniyu-obshestvennyh-nauk_,indicator.ru,https://indicator.ru/article/2016/11/01/izbrannye-chleny-ran-po-otdeleniyu-obshestvennyh-nauk/,2016_11_01,Избранные члены РАН по отделению общественных наук  ,None,,Гуманитарные науки,,Статьи
0,/indicator_clear_text/2017_10_09_za-chto-dali-nobelevskuyu-premiyu-po-ekonomike_,indicator.ru,https://indicator.ru/article/2017/10/09/za-chto-dali-nobelevskuyu-premiyu-po-ekonomike/,2017_10_09,Я сам обманываться рад: «Нобеля» по экономике присудили за человеческие глупости,Обзор премии по экономике памяти Альфреда Нобеля от Indicator.Ru,Артем Космарский,Гуманитарные науки,,Статьи
0,/indicator_clear_text/2017_01_30_dajdzhest-nauchno-populyarnyh-sobytij-30-01-05-02_,indicator.ru,https://indicator.ru/article/2017/01/30/dajdzhest-nauchno-populyarnyh-sobytij-30-01-05-02/,2017_01_30,Дайджест научно-популярных событий 30.01 – 05.02,Cамые интересные научно-популярные мероприятия недели по мнению Indicator.Ru,Анастасия Ковалева,Технические науки,,Статьи
0,/indicator_clear_text/2017_03_16_lektsiya-sergeya-kavtaradze_,indicator.ru,https://indicator.ru/article/2017/03/16/lektsiya-sergeya-kavtaradze/,2017_03_16,"Храм, город и Град Небесный: Видео",Лекция лауреата премии «Просветитель» Сергея Кавтарадзе,,Гуманитарные науки,,Статьи
0,/indicator_clear_text/2016_10_13_neponyatnoe-kroetsya-tam-gde-net-molekul_,indicator.ru,https://indicator.ru/article/2016/10/13/neponyatnoe-kroetsya-tam-gde-net-molekul/,2016_10_13,"«Непонятное кроется там, где нет молекул»: в МГМУ появятся курсы гомеопатии",О программе повышения квалификации «Основы гомеопатии» в Первом Московском государственном медицинском университете,Дарья Сапрыкина,Медицина,,Статьи
0,/indicator_clear_text/2016_12_07_jumping-robot_,indicator.ru,https://indicator.ru/article/2016/12/07/jumping-robot/,2016_12_07,"Здесь робот, здесь прыгай: сконструирован прыгучий робот",Новый робот прыгает подобно примату галаго,Екатерина Мищенко,Технические науки,,Статьи
0,/indicator_clear_text/2016_11_18_u-ellinskogo-chuda-nashlas-rodina_,indicator.ru,https://indicator.ru/article/2016/11/18/u-ellinskogo-chuda-nashlas-rodina/,2016_11_18,Родина «эллинского чуда»,Археолог назвал точное место рождения древнегреческого алфавита,Артем Космарский,Гуманитарные науки,,Статьи
0,/indicator_clear_text/2017_02_25_istoriya-nauki-marokkanskij-marko-polo_,indicator.ru,https://indicator.ru/article/2017/02/25/istoriya-nauki-marokkanskij-marko-polo/,2017_02_25, История науки: марокканский Марко Поло,413 лет назад родился великий путешественник Ибн Батутта,Екатерина Мищенко,Гуманитарные науки,,Статьи
0,/indicator_clear_text/2017_04_30_istoriya-nauki-atom-mirnyj-1_,indicator.ru,https://indicator.ru/article/2017/04/30/istoriya-nauki-atom-mirnyj-1/,2017_04_30,История науки: «атом мирный-1»,15 лет началу «заслуженного отдыха» первой в мире АЭС,,Технические науки,,Статьи
