path,source,url,date,title,subtitle,author,rubrics,tags,genre
postnauka.ru\1\79134.txt,https://postnauka.ru,/video/79134,16 August 2017,Вои?ны диадохов,"Историк Сергей Карпюк о разделе империи Александра Македонского, эллинистических армиях и римской экспансии",Сергей Карпюк,история,,видео
postnauka.ru\1\74837.txt,https://postnauka.ru,/video/74837,13 April 2017,Философия психиатрии,"Философ Светлана Бардина о Карле Ясперсе, языках описания опыта и проблеме феноменологической психиатрии",Светлана Бардина,философия,,видео
postnauka.ru\1\75717.txt,https://postnauka.ru,/video/75717,1 May 2017,Моделирование исторических процессов,"Историк Леонид Бородкин о применении математических методов в истории, ошибочных ожиданиях руководителей НЭПа и мостиках между историей и современностью",Леонид Бородкин,история,,видео
postnauka.ru\1\75715.txt,https://postnauka.ru,/video/75715,2 May 2017,Половои? диморфизм у приматов и древних людеи?,"Антрополог Станислав Дробышевский о половых различиях у обезьян и людей, гендерных ролях и появлении неравенства вместе с орудиями труда",Станислав Дробышевский,биология,,видео
postnauka.ru\1\75716.txt,https://postnauka.ru,/video/75716,3 May 2017,Городские восстания во время Французскои? революции,"Историк Александр Чудинов о взятии Бастилии, народных движениях и Парижской коммуне ",Александр Чудинов,история,,видео
postnauka.ru\1\75750.txt,https://postnauka.ru,/video/75750,4 May 2017,Межзвездные атомы,"Специалист по космическим исследованиям Владислав Измоденов о параметрах межзвездной среды, исследованиях гелиосферного ударного слоя и спектре поглощения",Владислав Измоденов,астрономия,,видео
postnauka.ru\1\75751.txt,https://postnauka.ru,/video/75751,6 May 2017,Рождение логической формы,"Философ Елена Драгалина-Черная о генезисе средневековой и современной логики, «Эрлангенской программе» и критерии Тарского",Елена Драгалина-Черная,философия,,видео
postnauka.ru\1\75752.txt,https://postnauka.ru,/video/75752,10 May 2017,Международная торговля,"Экономист Игорь Макаров о теории абсолютных преимуществ, причинах замедления экономического роста и развивающихся странах",Игорь Макаров,экономика,,видео
postnauka.ru\1\75981.txt,https://postnauka.ru,/video/75981,12 May 2017,Восточныи? поход Александра Македонского,"Историк Сергей Карпюк об экспансии Александра Македонского, разгроме Персидской империи и образовании эллинистических государств",Сергей Карпюк,история,,видео
postnauka.ru\1\75977.txt,https://postnauka.ru,/video/75977,11 May 2017,Партиципация как культурная практика,"Культуролог Оксана Мороз о практиках соучастия, демократизации культурного и социального производства и иммерсивном театре",Оксана Мороз,культура,,видео
postnauka.ru\1\75979.txt,https://postnauka.ru,/video/75979,13 May 2017,Египетскии? джихад в 1798–1801 годах,"Историк Александр Чудинов о Египетском походе Наполеона, сопротивлении населения и капитуляции французской армии",Александр Чудинов,история,,видео
postnauka.ru\1\73919.txt,https://postnauka.ru,/video/73919,1 April 2017,Троллинг и хейтерство,"Культуролог Оксана Мороз о сетевом этикете, гендерно окрашенном троллинге и признаках тем, заслуживающих внимания",Оксана Мороз,культура,,видео
postnauka.ru\1\73752.txt,https://postnauka.ru,/video/73752,2 April 2017,Квантовые материалы,"Физик Василий Перебейнос о черном фосфоре, нанопроцессорах и перспективах микроэлектроники",Василий Перебейнос,физика,,видео
postnauka.ru\1\74323.txt,https://postnauka.ru,/video/74323,3 April 2017,Машинное обучение в индустриальной инженерии,"Специалист по Computer Science Евгений Бурнаев об уравнении Навье—Стокса, суррогатных моделях и нестандартных задачах машинного обучения",Евгений Бурнаев,математика,,видео
postnauka.ru\1\74128.txt,https://postnauka.ru,/video/74128,4 April 2017,Генерация изображений и текстур,"Специалист по Computer Science Виктор Лемпицкий о распознающих нейросетях, методах математической статистики и роли теории игр в машинном обучении",Виктор Лемпицкий,математика,,видео
postnauka.ru\1\74324.txt,https://postnauka.ru,/video/74324,5 April 2017,Глубинное обучение и обучение с подкреплением,"Специалист по Computer Science Евгений Бурнаев о марковском процессе принятия решений, глубинных нейросетках и построении искусственного интеллекта",Евгений Бурнаев,математика,,видео
postnauka.ru\1\74325.txt,https://postnauka.ru,/video/74325,6 April 2017,Математическое моделирование и вычислительная математика,"Математик Александр Шапеев о методах оптимизации, численном оценивании неопределенностей и быстрых алгоритмах решения",Александр Шапеев,математика,,видео
postnauka.ru\1\73757.txt,https://postnauka.ru,/video/73757,31 March 2017,Графен как пример квантового материала,"Химик Александр Слесарев об открытии графена, туннельном эффекте и дираковских носителях заряда",Александр Слесарев,химия,,видео
postnauka.ru\1\73462.txt,https://postnauka.ru,/video/73462,15 March 2017,Калибровочные и конформные теории,"Физик Андрей Маршаков о калибровочных полях, дуальных описаниях явлений и суперсимметричных калибровочных теориях.",Андрей Маршаков,физика,,видео
postnauka.ru\1\73742.txt,https://postnauka.ru,/video/73742,16 March 2017,Действие антибиотиков,"Биохимик Петр Сергиев о свойствах бактериальной ДНК-гиразы, молекулярной машине и механизмах устойчивости к антибиотикам",Петр Сергиев,биология,,видео
postnauka.ru\1\73461.txt,https://postnauka.ru,/video/73461,17 March 2017,Двумерная конформная теория поля,"Физик Михаил Берштейн о модели Изинга, теории струн и двумерных многообразиях",Михаил Берштейн,физика,,видео
postnauka.ru\1\73743.txt,https://postnauka.ru,/video/73743,18 March 2017,Эволюция устойчивости биологических объектов,"Биолог Георгий Базыкин о естественном отборе, устойчивости к антибиотикам и роли математики в изучении эволюционных процессов",Георгий Базыкин,биология,,видео
postnauka.ru\1\73464.txt,https://postnauka.ru,/video/73464,19 March 2017,Группы и алгебры Ли симметрий,"Математик Евгений Фейгин о применениях групп Ли, дифференциальной геометрии и касательных пространствах",Евгений Фейгин,математика,,видео
postnauka.ru\1\73744.txt,https://postnauka.ru,/video/73744,20 March 2017,Новые антибиотики,"Биохимик Петр Сергиев об открытии пенициллина, некультивируемых формах бактерий и антибиотиках, действующих на биосинтез белка",Петр Сергиев,биология,,видео
postnauka.ru\1\73465.txt,https://postnauka.ru,/video/73465,21 March 2017,Дифференциальная геометрия,"Математик Максим Казарян о римановых пространствах, гауссовой кривизне и фробениусовых многообразиях",Максим Казарян,математика,,видео
postnauka.ru\1\73747.txt,https://postnauka.ru,/video/73747,22 March 2017,Войны бактерий и фагов,"Биоинформатик Михаил Гельфанд о принципе действия бактериофагов, модификации ДНК и системах CRISPR/Cas ",Михаил Гельфанд,биология,,видео
postnauka.ru\1\73748.txt,https://postnauka.ru,/video/73748,24 March 2017,Устойчивость вирусов,"Биолог Георгий Базыкин о вирусе иммунодефицита человека, мутациях вируса гриппа и экспериментальной эволюционной биологии",Георгий Базыкин,биология,,видео
postnauka.ru\1\73463.txt,https://postnauka.ru,/video/73463,23 March 2017,Теория динамических систем,"Математик Александра Скрипченко о биллиарде как динамической системе, рациональных углах и теореме Пуанкаре",Александра Скрипченко,физика,,видео
postnauka.ru\1\73756.txt,https://postnauka.ru,/video/73756,26 March 2017,Введение в фотонику,"Физик Ильдар Габитов об использовании света для передачи информации, квантовых технологиях и курсах по фотонике",Ильдар Габитов,физика,,видео
postnauka.ru\1\73754.txt,https://postnauka.ru,/video/73754,27 March 2017,Современные методы управления светом,"Физик Николай Гиппиус о холодном свете, метаматериалах и моделировании оптических свойств сложных структур",Николай Гиппиус,физика,,видео
postnauka.ru\1\73755.txt,https://postnauka.ru,/video/73755,28 March 2017,Наноструктурирование квантовых материалов,"Физик Сергей Косолобов о квантовых точках, методах самоорганизации на поверхностях и перспективах медицинской диагностики",Сергей Косолобов,физика,,видео
postnauka.ru\1\73758.txt,https://postnauka.ru,/video/73758,29 March 2017,Метаматериалы,"Физик Ильдар Габитов о плазмонном резонансе, визуализации больных органов и материалах с отрицательным показателем преломления",Ильдар Габитов,физика,,видео
postnauka.ru\1\74117.txt,https://postnauka.ru,/video/74117,30 March 2017,Байесовские методы машинного обучения,"Специалист по Computer Science Евгений Бурнаев о точности алгоритмов прогнозирования, колмогоровской сложности и децентрализованном машинном обучении",Евгений Бурнаев,математика,,видео
postnauka.ru\1\73466.txt,https://postnauka.ru,/video/73466,25 March 2017,Геометрическая теория представлений,"Математик Михаил Финкельберг об автоморфных функциях, теории чисел и зарождении геометрической теории представлений",Михаил Финкельберг,математика,,видео
postnauka.ru\1\74185.txt,https://postnauka.ru,/video/74185,31 March 2017,Классическое моделирование и машинное обучение,"Математик Александр Шапеев о способах распознавания изображений, проблемах классического моделирования и областях применения классических моделей и машинного обучения",Александр Шапеев,математика,,видео
postnauka.ru\1\72669.txt,https://postnauka.ru,/video/72669,6 April 2017,Имперское самосознание,"Историк Александр Каменский о становлении российского авторитета, соперничестве коалиций и унификации имперского пространства",Александр Каменский,история,,видео
postnauka.ru\1\74459.txt,https://postnauka.ru,/video/74459,7 April 2017,Эксперименты над животными,"Философ Елена Брызгалина о лабораторных животных, биомедицинских экспериментах и их этических стандартах ",Елена Брызгалина,философия,,видео
postnauka.ru\1\73145.txt,https://postnauka.ru,/video/73145,7 April 2017,Фитопатология,"Биолог Людмила Кокаева о применении фитопатологии, инфекционных заболеваниях растений и фитопатогенных грибах",Людмила Кокаева,биология,,видео
postnauka.ru\1\74468.txt,https://postnauka.ru,/video/74468,10 April 2017,Венгрия в эпоху Матьяша Корвина,"Историк Татьяна Гусарова о взлете Венгерского государства, борьбе с турками и появлении гуманизма при венгерском дворе",Татьяна Гусарова,история,,видео
postnauka.ru\1\74329.txt,https://postnauka.ru,/video/74329,10 April 2017,Развитие компьютерного моделирования,"Специалист по машиностроению Фардад Азарми об автоматизированном моделировании, едином стандарте для инженеров и 3D-сканерах",Фардад Азарми,математика,,видео
postnauka.ru\1\74466.txt,https://postnauka.ru,/video/74466,11 April 2017,Химия благородных газов,"Химик Артем Оганов о реакционной способности инертных газов, химических соединениях гелия и роли интуиции в научных открытиях",Артем Оганов,химия,,видео
postnauka.ru\1\74330.txt,https://postnauka.ru,/video/74330,11 April 2017,Газотермическое напыление,"Специалист по машиностроению Фардад Азарми о защите материалов от коррозии, плавлении частиц и технологии напыления",Фардад Азарми,химия,,видео
postnauka.ru\1\74646.txt,https://postnauka.ru,/video/74646,12 April 2017,Цифровая экономика,"Математик Игорь Ужинский о слиянии виртуального и материального, совершенной экономике и киберфизических системах",Игорь Ужинский,экономика,,видео
postnauka.ru\1\74326.txt,https://postnauka.ru,/video/74326,12 April 2017,Аддитивное производство,"Специалист по машиностроению Фардад Азарми о принципах 3D-моделирования, его применении в космической индустрии и о том, как печатают еду",Фардад Азарми,химия,,видео
postnauka.ru\1\74647.txt,https://postnauka.ru,/video/74647,13 April 2017,Виртуальное проектирование,"Математик Игорь Ужинский о роли цифр в экономике, преемственности в моделировании и превращении виртуальных моделей в реальные объекты",Игорь Ужинский,экономика,,видео
postnauka.ru\1\75984.txt,https://postnauka.ru,/video/75984,15 May 2017,Рискованное поведение подростков,"Психолог Кирилл Хломов о девиантном поведении, влиянии среды на развитие личности и потребностях подростков",Кирилл Хломов,психология,,видео
postnauka.ru\1\76144.txt,https://postnauka.ru,/video/76144,16 May 2017,Язык суахили,"Как появился главный язык Африки, кто на нем разговаривают и как сказать на суахили «никаких проблем»",Владимир Плунгян,язык,,видео
postnauka.ru\1\76143.txt,https://postnauka.ru,/video/76143,17 May 2017,Сексуальные отношения с иноверцами в христианской Испании,"Историк Ирина Варьяш о средневековом праве, обрезании у мусульман и очищающем сожжении на костре",Ирина Варьяш,история,,видео
postnauka.ru\1\75991.txt,https://postnauka.ru,/video/75991,18 May 2017,Межзвездная пыль,"Астроном Дмитрий Вибе о межзвездном покраснении света, современных моделях космической пыли и ее источниках",Дмитрий Вибе,астрономия,,видео
postnauka.ru\1\75985.txt,https://postnauka.ru,/video/75985,16 May 2017,Социальная структура у древних людеи?,"Антрополог Станислав Дробышевский о палеопопуляциях, сериальной моногамии и естественном состоянии человека",Станислав Дробышевский,биология,,видео
postnauka.ru\1\75753.txt,https://postnauka.ru,/video/75753,19 May 2017,Категория «сообщество судьбы» в социологии,"Социолог Виктор Вахштайн о трагедии батальонов друзей, двух типах судьбы и понятии бессмертия у Георга Зиммеля",Виктор Вахштайн,социология,,видео
postnauka.ru\1\77176.txt,https://postnauka.ru,/video/77176,12 July 2017,Наполеон в восприятии русского народа,"Историк Александр Чудинов об образе врага в русском фольклоре, обращении русских крестьян с пленными французами и идее отмены крепостного права",Александр Чудинов,история,,видео
postnauka.ru\1\76223.txt,https://postnauka.ru,/video/76223,22 May 2017,Совместное внимание,"Психолог Мария Фаликман о механизмах совместного внимания, его проявлениях в фокусах и живописи и совместном внимании у детей",Мария Фаликман,психология,,видео
postnauka.ru\1\77953.txt,https://postnauka.ru,/video/77953,11 July 2017,Шариат в христианскои? Испании,"Историк Ирина Варьяш о Кордовском халифате, фетвах и причинах сохранения шариата на Пиренейском полуострове в XIII–XIV веках",Ирина Варьяш,история,,видео
postnauka.ru\1\76484.txt,https://postnauka.ru,/video/76484,23 May 2017,Мозговые центры потребностеи? и эмоции?,"Физиолог Вячеслав Дубынин о витальных потребностях, программах саморазвития и природе лени",Вячеслав Дубынин,мозг,,видео
postnauka.ru\1\77948.txt,https://postnauka.ru,/video/77948,6 July 2017,Методы поиска темнои? материи,"Физик Антон Баушев о слабых взаимодействиях между частицами, радиоактивности и поиске следов аннигиляции ",Антон Баушев,физика,,видео
postnauka.ru\1\77712.txt,https://postnauka.ru,/video/77712,7 July 2017,Мужская и женская речь,"Лингвист Владимир Алпатов о личных местоимениях в японском языке, запрещенных для женщин словах и речи персонажей манги",Владимир Алпатов,язык,,видео
postnauka.ru\1\77063.txt,https://postnauka.ru,/video/77063,10 July 2017,Онлайн-сообщества,"Культуролог Оксана Мороз о стратегиях изучения онлайн-сообществ, этапах погружения в интернет-среду и количестве интернет-пользователей",Оксана Мороз,культура,,видео
postnauka.ru\1\78267.txt,https://postnauka.ru,/video/78267,17 July 2017,Универсальность в квантовои? теории поля,"Физик Эмиль Ахмедов о кристаллических решетках, постоянной Планка и непрерывном пределе",Эмиль Ахмедов,физика,,видео
postnauka.ru\1\78268.txt,https://postnauka.ru,/video/78268,18 July 2017,Гегель о прощении,"Философ Иван Болдырев о «Феноменологии духа», конфликте общего и индивидуального и диалектике Гегеля",Иван Болдырев,философия,,видео
postnauka.ru\1\78235.txt,https://postnauka.ru,/video/78235,13 July 2017,Порядок внутри клеточного ядра,"Биолог Евгений Шеваль о деконденсированном хроматине, сетчатке глаза человека и трехмерной организации ядра",Евгений Шеваль,биология,,видео
postnauka.ru\1\77177.txt,https://postnauka.ru,/video/77177,19 July 2017,Система ценностеи? французскои? революционнои? элиты XVIII века,"Историк Александр Чудинов об идеалах эпохи Просвещения, оккупационных властях и противостоянии традиционной и революционной культур",Александр Чудинов,история,,видео
postnauka.ru\1\78265.txt,https://postnauka.ru,/video/78265,19 July 2017,Теория тотального иммунитета ,"Иммунолог Равшан Атауллаханов об антибиотиках, фагоцитах и защитных свойствах крови ",Равшан Атауллаханов,биология,,видео
postnauka.ru\1\77567.txt,https://postnauka.ru,/video/77567,14 July 2017,Сильные и слабые германские глаголы,"Лингвист Александр Пиперски о неправильных глаголах, готском языке и языковых механизмах",Александр Пиперски,язык,,видео
postnauka.ru\1\78266.txt,https://postnauka.ru,/video/78266,20 July 2017,Предпосылки Славнои? революции,"Историк государства и права Мария-Валерия Моррис об Акте о присяге, Билле о правах и гражданской войне в Шотландии и Ирландии",Мария-Валерия Моррис,история,,видео
postnauka.ru\1\78270.txt,https://postnauka.ru,/video/78270,21 July 2017,Лазерно-плазменное ускорение протонов ,"Физик Артем Коржиманов о протонно-лучевой терапии, петаваттных лазерах и новых инструментах для борьбы с раком",Артем Коржиманов,физика,,видео
postnauka.ru\1\77576.txt,https://postnauka.ru,/video/77576,21 July 2017,Средневековые карты рая,"Историк Алессандро Скафи о том, как в Средние века разделяли рай земной и рай небесный, какие принципы лежат в основе средневековой картографии и пытались ли люди найти рай",Алессандро Скафи,история,,видео
postnauka.ru\1\78284.txt,https://postnauka.ru,/video/78284,25 July 2017,Второи? закон термодинамики в квантовом мире ,"Физик Гордей Лесовик об энтропии, вечном двигателе второго рода и обратной эволюции",Гордей Лесовик,физика,,видео
postnauka.ru\1\74470.txt,https://postnauka.ru,/video/74470,14 April 2017,Когнитивные стратегии рассуждения,"Философ Елена Драгалина-Черная о возможности мыслить нелогично, эксперименте Рут Берн и рациональности правила",Елена Драгалина-Черная,философия,,видео
postnauka.ru\1\78281.txt,https://postnauka.ru,/video/78281,24 July 2017,Вспышки на молодых звездах,"Астроном Дмитрий Вибе о сверхновых, типах молодых звезд и вспышке в созвездии Ориона",Дмитрий Вибе,астрономия,,видео
postnauka.ru\1\75989.txt,https://postnauka.ru,/video/75989,26 July 2017,Проблематика деи?ствия и смысла в социологии,"Социолог Павел Степанцов о теории действия Макса Вебера, методах познания и смысле социологии",Павел Степанцов,социология,,видео
postnauka.ru\1\74648.txt,https://postnauka.ru,/video/74648,14 April 2017,Виртуальное производство,"Математик Игорь Ужинский о цифровом конвейере, математической оптимизации и концепции производства без отходов",Игорь Ужинский,математика,,видео
postnauka.ru\1\74471.txt,https://postnauka.ru,/video/74471,15 April 2017,Новые Иерусалимы,"Историк искусства Алексей Лидов о создании сакральных пространств, итальянской архитектуре Средних веков и Новом Иерусалиме в Подмосковье",Алексей Лидов,культура,,видео
postnauka.ru\1\74480.txt,https://postnauka.ru,/video/74480,17 April 2017,Межзвездная миссия «Вояджеров»,"Специалист по космическим исследованиям Владислав Измоденов о гелиосферной ударной волне, области торможения солнечного ветра и потоках космических лучей",Владислав Измоденов,астрономия,,видео
postnauka.ru\1\73143.txt,https://postnauka.ru,/video/73143,17 April 2017,Англия и Европа в XVI–XVII веках,"Историк Екатерина Домнина об английском пиратстве, решении колониальной проблемы и формировании современной дипломатической практики",Екатерина Домнина,история,,видео
postnauka.ru\1\75089.txt,https://postnauka.ru,/video/75089,20 April 2017,Наполеоновская пресса о России,"Историк Евгения Прусская о варварском образе России, изменениях общественного мнения и полицейском контроле над прессой ",Евгения Прусская,история,,видео
postnauka.ru\1\74460.txt,https://postnauka.ru,/video/74460,18 April 2017,Инструменты углеродного регулирования,"Экономист Игорь Макаров о Парижском соглашении, инструментах воздействия на бизнес и разнице между торговлей квотами и налогом",Игорь Макаров,экономика,,видео
postnauka.ru\1\75086.txt,https://postnauka.ru,/video/75086,21 April 2017,Мозг и сенсорные системы,"Биолог Вячеслав Дубынин о строении сенсорных систем, карте рецепторных поверхностей и функции таламуса",Вячеслав Дубынин,мозг,,видео
postnauka.ru\1\75088.txt,https://postnauka.ru,/video/75088,19 April 2017,Петаваттные лазеры,"Физик Артем Коржиманов о технологических пределах лазерных технологий, призме Жерара Муру и мультипетаваттном излучении",Артем Коржиманов,физика,,видео
postnauka.ru\1\73141.txt,https://postnauka.ru,/video/73141,24 April 2017,Экономические последствия отмены крепостного права,"Историк Игорь Христофоров о причинах революции 1917 года, реформе Столыпина и социально-экономическом кризисе крестьянства",Игорь Христофоров,история,,видео
postnauka.ru\1\75093.txt,https://postnauka.ru,/video/75093,24 April 2017,Эстетизация и современное общество,"Философ Илья Инишев об интересе эстетики к области социального, изменении роли чувственного переживания в обществе модерна и автономии воспринимающего субъекта",Илья Инишев,культура,,видео
postnauka.ru\1\74455.txt,https://postnauka.ru,/video/74455,25 April 2017,Понятие бреда в философии и психиатрии,"Философ Светлана Бардина о смысле бредовых высказываний, философском зомби и ложном суждении",Светлана Бардина,философия,,видео
postnauka.ru\1\75091.txt,https://postnauka.ru,/video/75091,26 April 2017,Квантовая механика и химическая связь,"Химик Артем Оганов об истории появления квантовой механики, уравнении Шрёдингера и танце электронов",Артем Оганов,физика,,видео
postnauka.ru\1\75092.txt,https://postnauka.ru,/video/75092,27 April 2017,Цифровая среда,"Культуролог Оксана Мороз об англицизмах в научной и повседневной речи, цифровом неравенстве и перспективах исследования цифровой эпохи",Оксана Мороз,культура,,видео
postnauka.ru\1\75094.txt,https://postnauka.ru,/video/75094,28 April 2017,Иштван I и начало венгерской государственности,"Историк Татьяна Гусарова о процессе формирования государства, процедуре получения короны и решающей роли замков в жизни молодого государства ",Татьяна Гусарова,история,,видео
postnauka.ru\1\75095.txt,https://postnauka.ru,/video/75095,30 April 2017,Мозговые центры обучения и памяти,"Биолог Вячеслав Дубынин о принципах запоминания и забывания, собаке Павлова и ассоциативном обучении",Вячеслав Дубынин,мозг,,видео
postnauka.ru\1\76480.txt,https://postnauka.ru,/video/76480,24 May 2017,Математическое моделирование транспортных потоков,"Математик Александр Гасников о равновесии Нэша — Вардропа, уравнениях состояния и их использовании в борьбе с пробками",Александр Гасников,математика,,видео
postnauka.ru\1\75992.txt,https://postnauka.ru,/video/75992,29 May 2017,Перспективы исследований на Большом адронном коллайдере,"Физик Дмитрий Казаков о поиске новой физики, нарушениях пространственной четности и хиггсовских бозонах",Дмитрий Казаков,физика,,видео
postnauka.ru\1\76476.txt,https://postnauka.ru,/video/76476,30 May 2017,Закон Гримма в германских языках,"Лингвист Александр Пиперски о праиндоевропейском языке, развитии звуков и сравнительной грамматике германских языков Якоба Гримма",Александр Пиперски,язык,,видео
postnauka.ru\1\76482.txt,https://postnauka.ru,/video/76482,31 May 2017,Границы гелиосферы,"Специалист по космическим исследованиям Владислав Измоденов о контакте солнечного ветра с межзвездной средой, миссии «Вояджеров» и гравитации Солнца",Владислав Измоденов,астрономия,,видео
postnauka.ru\1\76483.txt,https://postnauka.ru,/video/76483,1 June 2017,Вещество в фокусе петаваттного лазера,"Физик Артем Коржиманов о сверхмощном лазере, отрыве электрона от атома и прохождении света сквозь непрозрачный материал ",Артем Коржиманов,физика,,видео
postnauka.ru\1\76478.txt,https://postnauka.ru,/video/76478,2 June 2017,Авторизация и делегирование у Гоббса,"Социолог Константин Гаазе о делегировании полномочий, роли суверена и трактовках «Левиафана»",Константин Гаазе,социология,,видео
postnauka.ru\1\76481.txt,https://postnauka.ru,/video/76481,5 June 2017,Языковая культура в Японии,"Лингвист Владимир Алпатов о японской письменности, изучении японского языка и культурной глобализации",Владимир Алпатов,язык,,видео
postnauka.ru\1\75910.txt,https://postnauka.ru,/video/75910,6 June 2017,Центры сна и бодрствования,"Физиолог Вячеслав Дубынин о парадоксальном сне, вспомогательном центре сна и возбуждающих медиаторах",Вячеслав Дубынин,мозг,,видео
postnauka.ru\1\77065.txt,https://postnauka.ru,/video/77065,7 June 2017,Детство в палеолите,"Антрополог Станислав Дробышевский о детстве у шимпанзе, обрядах инициации и подростковых играх у Homo sapiens",Станислав Дробышевский,биология,,видео
postnauka.ru\1\77061.txt,https://postnauka.ru,/video/77061,8 June 2017,Золотая лихорадка и четырехмерная кристаллография,"Химик Артем Оганов о кристаллических структурах, необычных особенностях калаверита и золотом веке Римской империи",Артем Оганов,химия,,видео
